date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,OT
2018-10-01 00:50:00,162.22142,145.4553,233.79388,208.5123,175.38196,186.84686,242.85342,115.18494,366.45016,225.0398,271.42108,331.01865,313.8791,169.28645,526.8819,522.21985,184.37888,124.80113,169.54146,300.5613,167.66663,290.41846,723.699,336.19467,98.041306,180.57637,324.61282,98.588486,508.38635,323.36847,72.26056,171.21965,114.87694,295.31488,159.02257,131.41284,79.08823,166.70035,329.51962,369.68594,351.39017,342.01587,161.49898,115.27394,82.169525,80.61432,420.41003,233.24637,186.75522,401.79684,347.07315,268.66116,81.736786,325.01212,319.9459,129.25208,336.95752,449.73624,202.17026,494.47757,129.40689,85.878815,102.074875,107.3472,98.555786,253.38937,86.31186,682.324,54.264038,108.50995,169.90048,95.783005,90.1015,208.20715,839.615,154.30733,137.8496,104.59291,157.02618,157.61713,410.90103,160.29944,405.2702,102.91072,154.78207,110.6389,246.70996,300.40778,267.50504,224.56854,312.90564,378.8414,329.5811,120.91502,177.49663,154.06226,196.66916,243.6688,130.41988,92.07684,85.82561,151.56718,81.52893,87.34358,229.24919,261.6152,272.2221,289.38785,43.685425,127.804535,198.25607,192.20335,137.7051,213.11597,113.44086,419.3485,274.69345,150.84773,289.70245,245.26971,297.07733,16.220581,300.14188,138.21472,408.51627,60.402893,669.57825,176.38516
2018-10-01 00:55:00,159.98154,139.59839,247.99472,210.35184,325.20444,180.26617,257.2185,115.4572,367.2007,224.80307,252.74434,363.01547,326.40616,169.86967,528.0134,522.0975,177.35889,122.57677,170.70534,307.79803,162.82257,272.59537,721.09045,335.7717,96.53703,179.83679,323.8369,97.08104,508.99393,323.26947,83.90561,157.80315,115.748276,295.1902,117.753235,131.59372,78.660324,160.04068,326.05984,369.76892,351.8194,342.47916,155.13574,116.23146,81.40671,79.869736,421.44778,228.24916,189.46971,362.67276,349.0444,270.10507,82.125046,323.7656,320.37866,129.08585,338.92877,440.4046,194.61755,499.12952,129.87167,84.243,106.61746,113.07715,95.89101,252.45288,86.244415,683.0242,63.979736,107.9091,180.4113,95.5844,92.753204,207.11507,835.16254,164.32137,137.61835,101.23056,152.50531,194.33853,411.91275,160.02045,409.6617,102.32239,169.05557,110.72528,241.7381,313.89896,250.5886,206.85593,317.91956,382.73218,330.85388,106.46599,176.73206,159.40068,198.5244,241.31561,130.35466,91.5309,84.14311,151.54926,81.24466,90.41904,228.28238,257.341,253.31805,284.90088,55.85141,116.41591,196.16763,191.72748,145.96373,210.9476,112.36618,418.0998,268.2672,158.64319,292.2318,244.32623,296.14124,17.082458,309.09323,137.52042,411.27322,64.14929,670.4863,168.33559
2018-10-01 01:00:00,169.06718,131.49036,259.90625,287.3959,210.88739,155.26949,255.90881,122.90462,359.8773,150.46364,257.83942,328.67,330.57303,168.70499,489.80557,490.32037,184.77141,133.20366,163.2876,303.8092,178.90863,294.52768,691.4108,309.52652,97.279144,178.1083,301.1215,97.82468,524.9243,323.48294,74.78148,165.31523,113.507324,304.55185,144.6412,142.10017,78.58301,167.07271,329.82642,428.3286,338.35495,353.40372,156.91634,112.05235,86.706635,80.33299,416.622,217.02548,199.9899,366.12726,295.9474,297.97525,91.46234,308.48392,323.7636,115.76218,280.24908,413.43488,233.08765,509.23956,141.05023,86.98898,96.99013,112.67502,105.3862,270.655,91.30888,669.0613,78.189804,110.52812,185.5137,98.59723,87.382126,257.19812,854.63306,169.18259,141.12666,100.57095,151.2694,173.2828,519.3461,177.81558,414.57614,104.886826,189.93176,115.322495,327.52048,346.18088,271.40527,198.07758,307.76376,386.85184,337.92328,129.85414,191.59258,162.39514,198.20792,242.4765,134.07796,90.712616,98.30386,144.6384,85.56018,96.56889,236.20892,255.36261,263.43982,291.18372,57.984863,130.43024,197.1979,178.03998,120.6423,223.61975,129.05417,421.17606,289.60736,149.1337,339.06058,250.82767,299.11154,53.892975,327.38217,142.30446,438.02972,66.25079,687.653,175.0226
2018-10-01 01:05:00,177.47813,139.02444,259.2769,222.6237,301.81226,154.61984,271.75415,121.41638,310.73502,158.85034,257.97253,327.68115,324.7181,172.8088,488.25452,489.82864,185.238,117.531906,171.735,313.37515,164.07086,283.29565,690.7919,322.70972,95.25816,163.40025,294.3185,95.79947,515.0493,326.3432,76.05083,190.93558,120.428375,306.31815,141.63823,140.0335,78.254364,167.51537,314.41168,429.19464,343.50452,353.63864,154.68013,108.40282,87.48511,83.53758,414.5222,225.90453,198.5119,375.36627,398.34586,305.8681,91.66704,300.7553,319.63232,116.69702,388.23022,413.49753,232.92212,509.3886,141.2953,91.20914,91.91362,117.771225,100.24974,266.83453,92.264435,663.65076,73.32443,110.2397,179.78152,96.373856,82.11658,256.3097,865.56537,163.72137,138.53763,99.652954,153.13412,173.66867,463.7304,169.12575,412.96677,104.6044,182.78403,119.58858,334.7683,334.6146,260.74457,199.8674,297.8076,389.0732,337.64188,138.70663,188.4735,157.7516,199.69562,239.31503,132.93985,90.26016,98.24484,141.38492,84.84744,100.88315,236.89807,258.96487,261.55887,286.13892,83.26419,123.25316,194.39215,178.26099,116.85777,223.004,127.21968,415.95395,269.92322,149.90164,331.77798,253.10391,299.9936,62.481567,327.27548,143.97946,430.6725,62.992065,702.60767,168.43062
2018-10-01 01:10:00,178.14523,138.62555,259.9755,204.1866,250.54645,154.91335,262.79855,113.89844,310.72406,159.38104,255.42902,311.88263,327.87585,173.37488,487.87912,484.00598,178.22078,117.11127,163.79678,305.45862,169.08112,291.1904,697.35535,314.7985,98.15236,180.78214,295.96237,98.69978,506.9629,324.35675,74.76535,175.62312,117.35588,302.27246,144.13945,150.2386,77.71005,160.85835,308.36392,428.1248,341.9879,317.89673,155.92456,108.22513,90.67459,77.30124,404.39383,217.16943,197.98257,368.97003,325.39392,307.86795,63.96701,297.60504,315.73495,108.53047,310.1893,413.44556,230.4118,508.42963,108.13307,77.21951,94.32478,118.356,100.41678,267.12466,90.07579,662.00995,57.869385,111.23952,183.33061,97.567245,87.46338,256.70435,846.73096,167.1027,139.92729,101.17972,153.60234,173.71297,464.4676,169.08499,412.96942,105.58336,160.07878,111.76305,292.19885,358.5989,268.2377,198.4884,307.91742,387.02795,353.16684,130.76727,188.71033,161.02408,198.96292,243.84253,136.51888,89.63373,98.93471,157.78558,81.8757,99.29414,230.95439,258.93802,262.18634,286.90378,78.644424,128.29778,198.41031,178.43614,111.06908,226.99005,127.12201,416.88394,276.56995,150.3174,328.45642,239.87283,300.50385,47.27774,325.31818,134.24338,425.90158,65.288666,685.86597,176.77768
2018-10-01 01:15:00,169.89534,128.56258,260.62463,201.21606,246.59097,155.74007,256.8001,114.47473,310.03104,144.64853,247.67351,327.692,326.83566,169.76186,488.88428,482.02316,183.19475,119.20694,162.88995,302.9399,163.85507,260.93173,708.1539,296.61664,98.84999,165.10231,317.63586,99.398865,509.075,324.1847,75.44147,171.11823,122.24214,303.3258,137.96696,151.39427,77.54784,165.577,305.8652,389.84442,343.64465,317.67734,175.88461,108.18451,87.04317,77.35434,413.2542,216.9767,206.89948,370.36273,325.14056,295.71506,63.864166,299.25943,316.6805,109.417404,309.77686,413.24994,231.40387,490.79144,108.00998,76.39113,90.797226,122.98575,100.20412,268.9102,90.645615,663.7111,57.474762,110.77052,183.11018,97.4155,81.713425,255.86691,804.01245,166.8927,139.75058,100.34589,152.24606,172.96263,463.7688,162.81061,411.16797,105.124146,159.49904,117.62999,257.77643,330.15744,239.51828,197.49542,297.0452,385.50522,335.08936,129.03122,190.16806,158.75105,201.32816,244.93384,136.2358,89.89456,99.169754,141.05003,85.05025,98.30501,240.93459,260.4715,262.6196,285.9503,86.181015,108.963135,199.37881,177.43091,125.57788,220.59973,129.37346,419.99933,269.63693,151.80803,331.00415,250.80986,298.98105,59.376648,326.20593,142.2914,435.539,63.69345,684.4352,168.3906
2018-10-01 01:20:00,178.32162,142.14865,255.94098,288.37457,288.037,155.22743,275.25015,123.57623,310.77158,141.9513,261.61313,329.62238,332.9265,169.10072,489.4885,498.52866,183.16637,118.06566,163.09366,303.25272,167.71693,292.17484,690.0397,299.9563,99.51047,167.77875,316.23593,100.060776,504.84247,332.81793,75.96889,215.15472,122.43097,304.13538,148.92921,154.95084,84.61879,165.55008,305.86688,425.82654,341.98026,347.57455,158.50873,111.4458,86.51813,77.468796,415.57883,217.01068,176.14545,376.2004,314.0537,263.60233,86.43616,303.84497,321.78717,118.04845,297.732,438.6411,231.64713,509.39825,135.03294,85.778244,94.10855,117.07994,95.609085,272.36163,91.08357,664.2892,64.37811,111.57721,186.19324,99.40286,85.30649,257.04938,850.60913,169.83005,142.06477,99.97676,153.2667,169.96303,520.2239,168.98439,415.7001,105.91402,169.64088,115.26715,296.53787,350.07358,269.1721,198.73727,303.83914,386.4696,336.61887,130.01619,192.98592,152.42702,198.5781,245.9671,134.20334,89.903275,98.42641,144.44553,83.82539,102.964584,246.11565,259.53043,265.48553,288.7773,85.145905,128.9268,200.29584,177.64531,130.4495,219.83043,128.28606,420.9642,274.76016,150.98337,341.23053,245.51198,300.2434,73.453156,289.6474,138.39297,443.01047,59.25531,682.2578,176.21092
2018-10-01 01:25:00,178.35918,137.24702,270.2886,209.84311,231.18527,168.9352,268.5066,122.44939,308.88553,167.37115,258.64243,297.46933,329.7758,172.5523,488.69894,493.85956,177.23569,117.5609,162.97456,302.03378,168.05325,308.64728,688.0265,301.90726,99.823944,173.89923,301.58163,100.37489,510.44724,325.54535,74.71065,165.96436,125.16809,303.66574,146.88809,160.95198,77.038635,159.92384,309.51645,378.7333,334.76212,360.55707,184.97328,109.55705,86.78473,88.00363,414.33304,216.83871,196.81921,372.6735,289.92523,271.39862,97.77063,303.22897,320.93015,114.14404,274.43427,413.1927,231.1223,500.72824,148.60245,86.347046,102.66313,116.08687,107.433014,273.07855,90.82953,667.1771,63.384247,111.103134,188.02667,98.93109,80.48241,250.17877,743.98126,171.5768,141.51543,102.93442,150.88878,149.43204,466.38184,168.95966,412.86276,105.449844,168.18077,111.74802,294.0038,363.1022,284.80652,197.79999,294.71765,371.08124,336.2081,161.58852,193.57118,158.14305,198.15959,246.45744,133.21295,90.43933,98.71687,143.76091,85.263824,99.2314,229.79907,259.28082,262.64532,291.6807,56.341217,139.45235,200.73102,178.7376,123.282104,221.90274,128.94337,413.03827,275.20636,149.15419,338.0347,250.3777,298.69815,54.30957,323.76895,141.97339,431.13885,63.266724,683.6328,175.33281
2018-10-01 01:30:00,174.7791,128.99054,251.9715,229.93079,258.70673,154.35312,265.29846,122.32997,310.0644,210.64384,251.91916,321.97864,326.29196,172.38074,492.85437,483.44678,180.90463,120.785324,178.49867,309.59518,167.9241,285.76892,691.1599,291.72318,99.953995,174.91537,340.44202,100.50522,504.4793,335.63312,53.51068,178.48677,118.063675,296.25818,135.70172,171.97456,79.150055,163.40445,309.70102,429.48767,338.28677,354.78763,153.7883,110.19356,86.06459,80.39426,417.395,216.78883,201.99162,368.9026,427.7015,288.0067,92.67059,310.59732,321.48303,113.84291,417.58585,413.37698,232.13458,509.4197,142.4968,88.68999,91.73692,117.35182,101.51236,268.46036,86.82219,668.1642,60.362152,111.547745,185.70726,97.59932,85.192444,253.56906,880.4881,169.36702,139.96466,99.25699,153.13968,166.33023,464.8447,166.86652,413.2707,105.88516,163.74092,114.898026,298.477,341.8243,263.09207,198.8099,303.62354,385.45047,336.7802,126.99144,189.80084,152.42424,200.33067,246.66086,133.51837,89.84689,97.65546,157.28679,80.18918,100.085144,232.5553,258.55603,261.78226,287.07812,86.75363,124.83354,200.91156,178.39505,109.21733,221.43112,127.3414,416.7134,275.03503,146.21031,331.98715,241.50603,300.16275,73.11842,321.192,135.44519,425.67288,59.253357,682.626,176.90617
2018-10-01 01:35:00,177.51694,136.67934,254.96054,217.33551,285.94144,165.92053,274.89774,123.0719,309.15186,178.41208,248.0612,315.38635,332.91037,171.95265,487.76862,498.34088,178.08739,118.00763,163.45052,304.29642,169.86774,292.65442,690.1688,302.758,100.78279,174.51958,328.4905,101.335815,507.69873,323.61383,74.58533,250.64697,119.689026,303.56628,145.22923,150.66058,77.71434,160.7318,279.78598,383.4006,334.2705,353.285,154.68233,110.736786,86.90939,76.89633,413.81924,217.09161,199.98303,371.14722,322.80228,293.4216,91.35899,294.69827,321.20486,116.5854,306.17938,412.72168,233.0203,507.36218,140.9265,82.13246,94.24072,122.93648,106.04343,274.70236,90.77571,663.4254,58.42508,111.614334,181.8778,99.44627,81.92229,256.77423,822.25134,165.71855,142.11537,100.87431,152.77144,173.04187,467.765,168.54376,412.9369,105.95039,160.89513,114.08824,284.05652,354.33987,269.62723,196.65903,297.44012,385.62393,370.83545,130.67783,194.89691,156.54152,207.22978,247.95746,134.97997,90.400955,98.66562,153.94035,69.41048,98.13629,222.02803,259.8913,264.7999,288.55267,74.53937,129.23326,202.06229,176.57971,112.76982,222.98105,129.2065,421.66913,277.61346,148.43126,336.1763,232.7613,298.22412,55.14798,331.36075,129.01038,422.4181,62.142822,684.46594,175.76294
