date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,OT
2018-10-01 00:00:00,160.73619,134.79073,254.31827,237.63135,187.9533,180.8572,228.85504,114.44095,366.56445,200.00882,262.75037,334.26724,304.92227,164.4559,526.64233,523.64923,180.4317,107.37973,171.20142,310.93893,168.91058,276.4771,715.56586,332.37665,94.83284,159.32625,316.10596,95.373215,535.5625,338.59042,83.97087,173.77216,112.66791,291.05978,122.0544,129.50789,98.41077,162.95576,321.95123,373.76443,348.68472,353.46414,169.917,109.67136,82.215225,79.74425,415.05478,230.79729,186.39674,382.6005,348.5259,292.24625,91.514984,326.6422,318.87192,130.68298,338.41025,436.35406,195.4109,504.04373,141.11327,85.39343,102.610306,119.08026,83.327225,251.34926,84.00995,682.97217,60.609344,107.537964,169.7207,93.7937,88.512634,207.81934,838.1651,154.13605,135.53316,102.94505,154.19868,190.36702,401.28397,160.15909,405.15323,101.95903,164.1041,110.46434,231.89638,298.28372,254.27286,203.91956,309.90137,376.63278,305.9293,104.66675,175.83104,157.01556,198.96198,238.64964,130.86029,91.6938,85.6938,149.99269,85.718796,87.52916,228.33356,255.8045,265.034,288.34787,51.378296,118.896286,193.80157,191.0781,141.17288,221.51312,113.57759,420.5023,276.34372,157.74742,263.94034,245.16739,297.9145,26.161713,303.9384,138.13936,408.68256,62.475494,670.3977,175.08943
2018-10-01 00:05:00,162.46837,144.71071,233.00354,216.44347,329.68945,168.68515,258.43103,115.557556,366.77716,242.03264,267.3543,325.67218,317.2957,168.92065,520.99634,521.20056,179.71973,122.93895,170.33125,309.02902,165.40863,275.58688,719.6494,331.85257,97.71159,179.56726,334.88043,98.25807,502.96152,320.3613,41.540924,154.91623,110.80197,289.48825,158.66266,132.78963,79.4978,162.28035,328.72424,376.04297,355.90295,339.7729,161.87917,110.47716,80.98454,79.653015,421.27707,229.16928,186.92464,402.04428,364.91837,265.48392,79.86604,311.54248,317.91245,119.80289,354.8027,439.31363,201.36813,504.0891,127.16727,70.06711,106.7623,116.26718,110.145615,252.51514,83.159836,682.97314,56.278107,108.673325,176.42813,95.418686,90.32329,207.19617,824.8128,160.52646,137.42535,101.849655,153.00092,195.03546,421.89685,159.96217,403.7312,103.07068,157.741,111.782974,237.9477,331.3396,253.42795,207.29214,313.32495,375.981,307.1051,108.64169,176.78287,153.8073,198.276,243.15302,128.25153,91.96246,84.43846,152.2208,82.342926,97.254425,230.46143,227.05617,267.324,286.59763,50.266663,118.32744,197.79832,191.21803,149.9842,219.31091,112.34364,413.57626,271.69794,156.71344,292.1698,240.41151,296.38846,0.0,302.64038,134.63977,415.2058,60.224,688.31976,167.96088
2018-10-01 00:10:00,163.87422,145.11433,238.58728,208.29474,316.78656,170.1585,263.97366,115.011215,340.5921,242.17209,266.07614,344.03625,315.03668,170.75575,526.8202,521.74475,181.81711,116.72293,176.57553,316.38138,164.96481,280.3619,712.7022,314.12756,99.068665,176.28519,332.7891,99.61803,506.9798,323.05307,64.97278,152.58517,117.57173,298.2223,125.88486,131.6986,79.20563,164.27007,327.69223,371.43582,357.1537,342.45438,156.69484,112.92128,81.70065,79.65213,426.5381,228.64581,174.82996,368.55328,355.95407,262.90778,82.10425,321.10785,321.82828,128.07346,345.8384,441.31873,194.89993,493.5642,129.84682,85.358826,107.01953,114.47853,107.435974,256.26355,87.88475,682.3142,55.934235,109.183304,175.23466,96.83345,89.43907,232.39511,824.00336,159.38942,139.0728,101.49744,152.64069,195.71777,428.84787,163.91675,393.50125,103.57007,157.23586,118.92325,209.90927,323.93423,257.96008,197.11261,311.65305,376.81818,305.9508,125.572174,179.84311,158.49225,200.33395,245.27594,131.17084,91.78401,84.24982,153.24692,84.30615,109.74199,226.87323,256.78815,266.2182,286.14734,51.503265,121.378586,199.68243,185.34047,155.55872,224.12221,112.53859,418.23047,271.1091,159.19434,302.48126,240.24632,296.9915,0.0,288.41553,134.51823,415.08466,63.51184,669.50183,170.10072
2018-10-01 00:15:00,162.07312,143.86809,234.25043,244.81921,333.4166,180.3621,252.77965,114.35866,366.79895,219.1344,268.8122,315.87344,320.78375,168.35628,526.51276,468.65826,175.64452,116.04945,174.84842,304.5679,166.15239,258.5926,716.34106,306.60367,97.64661,171.65968,334.7902,98.19293,531.6253,323.01517,48.759796,168.17058,110.41127,290.71948,140.74596,131.63501,105.396515,158.41438,321.19394,365.62042,356.54352,340.30884,158.5785,114.24762,81.45119,79.58592,419.44507,228.32068,181.25308,384.28156,332.7228,274.25208,80.31175,304.09467,319.9848,125.14122,322.27756,440.2835,196.49448,500.32318,127.70085,86.562,106.80397,105.21344,97.927826,252.78378,83.8259,682.9897,51.013367,108.42891,174.9938,95.64282,87.48723,206.87614,827.8191,159.15996,137.6864,101.27869,152.83029,158.0884,424.18616,158.85312,401.3745,102.831375,150.00655,106.84578,209.51593,311.6286,237.29822,204.6669,307.9625,374.7753,306.2234,113.304596,177.0022,151.36119,190.1033,243.05136,131.0868,91.85062,92.1346,151.08214,81.75197,90.36464,226.82591,233.33627,265.39633,285.22363,49.695312,107.468475,197.7081,191.25572,139.28499,218.93872,110.46353,414.66125,272.68463,159.52547,290.19275,245.01828,295.89893,14.707031,317.26453,138.02966,405.8559,58.507324,665.3074,170.33197
2018-10-01 00:20:00,158.58932,144.49811,254.76172,251.20093,176.80475,170.97397,234.51334,116.1275,365.52145,229.58546,271.31653,331.5634,289.30798,166.4816,524.3027,490.03113,178.94957,118.986755,174.952,292.59747,163.9492,259.93643,712.0789,312.59622,96.285385,171.46623,334.02417,96.82881,520.6905,322.10587,69.184525,166.09105,112.0072,291.02426,132.16795,132.28513,78.13219,161.54973,323.97916,376.14233,349.11514,352.3249,182.45961,114.75333,81.31004,78.23192,421.50995,229.8338,187.04605,383.0884,362.16324,267.68167,90.524475,323.92355,317.1873,128.90535,352.04758,432.7489,195.76944,480.6936,139.92744,85.4079,106.77852,111.073425,112.15422,253.18045,83.99075,683.1329,53.713745,108.580414,180.58716,94.62695,92.837845,207.63263,839.78143,164.4889,136.50345,102.2968,151.38019,154.41226,412.82495,159.14552,405.32864,102.979706,153.97371,110.65111,218.63272,327.7909,238.57365,204.77737,318.0796,376.38873,306.4154,112.9395,177.32608,153.706,197.39938,240.92194,130.79993,91.62753,83.56084,151.39778,83.19437,88.42285,227.95486,252.4766,266.53015,287.87247,44.156647,108.32715,195.81827,191.18169,130.92137,218.39758,116.212326,418.04358,269.76184,158.13348,285.07108,244.49274,297.44095,15.949493,299.3932,137.64294,408.9613,60.152863,669.3898,165.80586
2018-10-01 00:25:00,160.89868,144.92104,233.26251,209.4947,314.0697,180.35239,253.41179,112.93904,373.4088,192.07237,268.13916,332.80798,310.3743,168.39415,526.8419,521.7442,182.02641,126.45836,176.54716,305.90933,162.33412,274.1713,724.91895,313.69775,96.61224,169.9544,333.2911,97.15639,499.95105,326.09088,35.332153,150.67534,108.43019,289.6092,129.75574,132.97737,79.66499,164.46863,309.6126,359.42337,359.7937,341.09613,155.94742,112.255844,81.59325,79.728546,419.7303,237.17426,189.04712,363.97632,339.58365,266.8976,80.96796,324.34018,321.24948,128.0607,329.468,431.11115,242.87415,494.36993,128.48643,84.99324,104.224945,113.43956,96.64349,253.6428,83.22522,682.82556,55.56482,108.44304,177.01276,96.425476,92.750244,208.10432,863.04944,161.08345,138.59773,107.23578,160.9985,186.63321,421.55365,159.79321,402.98083,102.84523,156.69308,114.45885,242.02147,310.9921,252.08432,199.10974,317.91397,377.5452,307.13416,122.78284,177.70354,152.52187,198.22452,241.43326,130.5269,91.97795,84.376724,147.68768,67.35083,78.02016,199.85489,251.8836,259.3918,288.1753,54.57184,117.42293,196.27205,191.94301,151.14053,210.7926,113.4478,418.95117,267.61926,157.64612,288.9619,243.19885,293.7414,0.0,264.4337,136.69089,414.87216,59.32187,690.9451,168.25171
2018-10-01 00:30:00,161.7223,144.33635,232.8421,208.4909,332.56143,180.1068,254.3652,114.310745,378.61923,228.14789,267.29688,325.064,313.4927,168.54936,528.46423,522.31726,182.05083,105.5396,176.715,302.07043,165.47964,259.80408,714.303,332.10092,97.165344,178.29231,301.7619,97.71065,505.16553,322.86407,47.02896,169.93158,108.375534,296.373,130.1651,143.60867,76.378815,164.49182,323.44193,378.6096,361.35815,301.4396,164.10735,119.33827,81.875275,79.98273,419.76544,231.4609,186.80453,398.92572,362.70483,280.9084,56.25418,293.91425,314.89804,113.34909,352.58917,447.00592,196.36484,499.53455,98.89935,83.29532,105.333496,112.6288,126.36337,253.06494,86.88432,689.4501,53.677032,108.66118,169.1261,96.06998,87.57924,283.6319,770.4144,153.56953,138.18373,103.39154,156.25937,123.193405,423.69708,159.3616,408.76938,103.05881,153.91974,109.853775,210.2051,281.1858,238.448,194.6157,308.13647,378.49847,307.15802,122.30562,177.23172,152.19315,197.78052,242.2985,131.79973,92.99452,82.51599,151.39024,80.886215,90.789154,225.19254,232.5592,272.97876,285.84723,45.334167,108.24255,197.03996,174.96602,140.08107,220.71146,112.44119,419.34113,271.79214,157.35895,290.18195,243.72067,295.668,14.020813,296.80884,137.0748,411.39865,59.091156,668.9757,173.36055
2018-10-01 00:35:00,162.94263,145.80222,232.06796,210.04231,361.59702,179.52522,279.92346,115.91211,365.78934,223.41306,271.29538,337.45694,305.9853,167.65352,526.91504,524.3666,168.17899,121.309006,176.75613,310.52686,164.29207,267.26328,711.78,324.76395,98.36891,176.59949,331.69217,98.91678,516.7068,322.4572,83.42378,155.64188,112.82364,318.44543,118.801636,130.88411,84.16048,151.33202,325.8799,370.4572,351.58777,327.5405,156.44858,114.32324,81.69835,79.82498,422.98608,228.80646,193.06955,363.9152,400.754,296.58682,69.915405,317.2865,317.2826,114.48923,390.63837,440.77515,194.65459,500.2473,115.254486,80.88693,106.42326,106.51834,109.67427,252.53767,98.82503,682.5244,59.747833,108.05742,180.66937,96.484146,97.33101,207.48242,840.2756,164.56726,138.66608,101.605515,151.79736,193.90219,419.7868,159.593,401.37952,102.467636,162.83841,109.44832,207.77588,321.64944,245.5278,204.35425,325.16867,375.56046,306.64777,123.59155,176.8013,160.39177,199.61575,244.18129,129.5686,90.40158,83.90169,152.81726,83.20029,83.66411,223.70798,250.43912,256.6211,286.2424,52.01303,113.008865,198.71094,191.63435,139.35136,221.15445,112.45688,418.17554,270.21664,155.95316,295.80408,241.35085,296.4277,0.0,267.70746,135.33101,407.02643,64.84485,668.4153,168.59113
2018-10-01 00:40:00,160.85626,143.87708,256.52557,216.88124,330.0049,198.69666,252.49733,114.528046,365.5987,224.906,271.28903,317.33557,303.84158,167.62016,528.0122,523.4397,175.68094,113.05257,176.08507,304.2327,165.68817,263.08414,732.5122,323.66766,96.32892,171.812,297.99844,96.8725,508.05035,322.8888,73.94832,169.45013,114.49339,293.0094,108.78296,132.22794,78.57298,158.44891,325.3567,366.91873,352.72626,343.09097,155.20316,115.09801,81.73398,79.81271,419.67844,228.56589,173.58629,363.29968,338.38025,264.29486,82.63867,324.6397,318.55734,127.89218,328.2646,431.4239,197.39334,500.931,130.4866,85.400635,104.88905,112.75964,109.1474,251.60168,85.06465,683.0598,54.317963,108.39984,178.25159,95.13521,92.411514,243.84476,834.0001,162.26375,137.09528,101.44365,150.81384,189.22359,405.6709,164.6378,404.3048,102.80292,154.86134,104.06847,253.05835,314.76984,241.56122,206.4938,317.27347,376.5335,306.9532,121.6774,176.03714,153.09279,195.95538,240.99007,130.5568,91.42268,85.0607,151.97136,81.11052,95.588776,225.2932,257.8078,265.50018,285.16605,43.618347,110.338486,195.87871,190.64247,125.47145,219.67882,111.07472,419.82727,272.0688,158.69147,284.67365,242.62653,296.0284,34.34961,301.0146,136.26971,419.3824,59.722534,670.4935,172.55573
2018-10-01 00:45:00,152.28108,135.0559,253.15965,204.08731,185.05707,181.6413,231.0676,114.60391,366.66174,223.51572,268.31204,306.15265,317.02127,165.90268,525.128,521.83954,173.17625,133.57437,176.3873,304.99573,171.43132,259.97058,716.1521,321.33572,96.04132,177.09692,315.5076,96.58426,503.31702,324.75677,35.113586,168.70901,108.0022,289.8553,122.73134,143.14078,79.77763,156.07275,275.13315,355.44995,356.52417,335.68903,156.8795,114.16783,78.15341,79.82597,423.17157,244.55678,186.94524,367.42603,354.4616,260.9431,76.49698,327.07147,319.68433,126.71712,344.34595,432.65515,193.6422,495.00143,123.13388,86.866196,106.72841,118.62973,127.05357,252.19014,83.35835,682.8208,54.327606,108.180374,173.069,94.282166,89.16208,207.72878,831.0697,157.32611,136.10196,112.203125,165.54564,191.89194,432.2218,157.76584,408.21246,102.58801,154.87555,112.48207,258.68143,311.90387,238.60608,214.53339,311.1294,374.55408,305.06616,108.93257,176.51753,136.9327,194.57448,240.54015,131.05287,92.185425,85.74629,147.74854,68.14795,90.803665,221.73257,224.01785,253.6347,292.47827,53.058716,108.34898,195.47943,191.68651,139.80069,220.85248,112.3465,420.31476,279.68774,152.9154,268.96127,248.46594,295.82617,15.220673,313.60648,140.56662,416.25043,48.38153,589.3573,184.0425
